DISTRICT,District Code,Facility Code,Facility Name,ZONE,FACTYPE,MGA,FTYPE,LATITUDE,LONGITUDE,,
Mchinji,MC,1611,Mkanda Health Centre,Central West,Health Centre,Government/public,Rural,-13.5146,32.96085,,
Mchinji,MC,1612,Nkhwazi Health Centre,Central West,Health Centre,Government/public,Rural,-13.92369,33.22672,,
Mchinji,MC,1613,Tembwe Health Centre,Central West,Health Centre,Government/public,Rural,-13.90113,33.06226,,
Mchinji,MC,1615,Namizana Clinic,Central West,Clinic,Government/public,Rural,-14.00195,33.2463,,
Mchinji,MC,1617,Chimwankango Health Post,Central West,Health Post,Government/public,Rural,-13.40461,32.99357,,
Mchinji,MC,1616,Gumba Health Post,Central West,Health Post,Government/public,Rural,-13.42125,33.11137,,
Mchinji,MC,1614,Kazyozyo Health Post,Central West,Health Post,Government/public,Rural,-13.57544,32.86387,,
Mchinji,MC,1618,Our Lady of Mount Carmel Rural,Central West,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Rural,-13.56199,33.17369,,
Mchinji,MC,1608,St. Joseph  Community Hospital,Central West,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Rural,-13.75862,32.99271,,
Mchinji,MC,1603,St. Michael-Guillime,Central West,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Rural,-13.88998,33.07557,,
Mchinji,MC,1619,Alinafe Private Clinic,Central West,Clinic,Private for profit,Rural,-13.83069,33.04117,,
Mchinji,MC,1620,Chabuka Private Clinic,Central West,Clinic,Private for profit,Rural,-13.51775,32.95893,,
Mchinji,MC,1621,"Chitete, Alex . St. Alex Priva",Central West,Clinic,Private for profit,Rural,-13.54479,33.17579,,
Mchinji,MC,1622,BLM Mchinji Clinic,Central West,Clinic,NGO,Urban,-13.79508,32.89221,,
Mchinji,MC,1623,ITES Medical Clinic,Central West,Clinic,Private for profit,Urban,-13.7951,32.89124,,
Mchinji,MC,1624,Jumpha Private Clinic,Central West,Clinic,Private for profit,Rural,-13.92459,33.22757,,
Mchinji,MC,1625,Madalitso Private Clinic,Central West,Clinic,Private for profit,Rural,-13.42256,33.11103,,
,,,,,,,,,,,
Dedza,DZ,1707,Dedza District Hospital,Central West,District Hospital,Government/public,Rural,-14.38596,34.33547,,
Dedza,DZ,1702,Chikuse Health Centre,Central West,Health Centre,Government/public,Urban,-14.15069,34.31881,,
Dedza,DZ,1703,Chimoto Health Centre,Central West,Health Centre,Government/public,Rural,-14.44268,34.01021,,
Dedza,DZ,1705,Chitowo Health Centre,Central West,Health Centre,Government/public,Rural,-14.22584,34.03961,,
Dedza,DZ,1708,Dzindevu Health Centre,Central West,Health Centre,Government/public,Rural,-14.20004,34.35998,,
Dedza,DZ,1727,Golomoti Health Centre,Central West,Health Centre,Government/public,Rural,-14.41303,34.60092,,
Dedza,DZ,1709,Kafere Health Centre,Central West,Health Centre,Government/public,Rural,-14.43168,33.71746,,
Dedza,DZ,1710,Kalulu Health Centre,Central West,Health Centre,Government/public,Rural,-13.99695,34.19753,,
Dedza,DZ,1712,Kanyezi Health Centre,Central West,Health Centre,Government/public,Rural,-14.31391,33.95303,,
Dedza,DZ,1713,Kaphuka Health Centre,Central West,Health Centre,Government/public,Rural,-14.16013,34.19001,,
Dedza,DZ,1715,Lobi Health Centre,Central West,Health Centre,Government/public,Rural,-14.39034,34.07182,,
Dedza,DZ,1716,Maonde Health Centre,Central West,Health Centre,Government/public,Rural,-14.4057,34.11592,,
Dedza,DZ,1718,Mayani Health Centre,Central West,Health Centre,Government/public,Rural,-14.09697,34.24281,,
Dedza,DZ,1725,Mganja Health Centre,Central West,Health Centre,Government/public,Rural,-14.42048,34.52305,,
Dedza,DZ,1720,Mlangali Health Centre,Central West,Health Centre,Government/public,Rural,-14.41322,34.27274,,
Dedza,DZ,1721,Mphathi Health Centre,Central West,Health Centre,Government/public,Rural,-14.45516,34.07683,,
Dedza,DZ,1733,Mtakataka Health Centre,Central West,Health Centre,Government/public,Rural,-14.22745,34.51474,,
Dedza,DZ,1706,Chongoni College of Forestry D,Central West,Dispensary,Government/public,Rural,-14.31971,34.26677,,
Dedza,DZ,1739,Kaname/Mdeza Dispensary,Central West,Dispensary,Government/public,Rural,-14.23517,33.9677,,
Dedza,DZ,1731,Mjini Dispensary,Central West,Dispensary,Government/public,Rural,-14.04457,34.23867,,
Dedza,DZ,1732,Ntakataka Police Dispensary,Central West,Health Centre,Government/public,Rural,-14.22581,34.51119,,
Dedza,DZ,1724,Tsoyo Dispensary,Central West,Dispensary,Government/public,Rural,-14.08098,34.16138,,
Dedza,DZ,1735,Mua Rural Hospital,Central West,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Urban,-14.28307,34.50972,,
Dedza,DZ,1701,Bembeke Health Centre,Central West,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-14.35825,34.42432,,
Dedza,DZ,1711,Kanyama Health Centre,Central West,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-14.24015,34.32356,,
Dedza,DZ,1714,Kasina Health Centre,Central West,Health Centre,Christian Health Association of Malawi (CHAM),Urban,-14.143,34.13183,,
Dedza,DZ,1729,Kaundu Health Centre,Central West,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-14.29368,34.62839,,
Dedza,DZ,1717,Matumba Health Centre,Central West,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-14.37283,33.90594,,
Dedza,DZ,1719,Mikondo Health Centre,Central West,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-14.44767,33.93951,,
Dedza,DZ,1722,Mphunzi Health Centre,Central West,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-14.37933,34.17539,,
Dedza,DZ,1723,Mtendere Health Centre,Central West,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Rural,-14.32271,34.09373,,
Dedza,DZ,1736,Nakalanzi Health Centre,Central West,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-14.20233,34.54819,,
Dedza,DZ,1704,Chiphwanya Health Centre (St.,Central West,Health Centre,Private for profit,Rural,-14.07547,34.2536,,
Dedza,DZ,1738,Tiyese Maternity Clinic,Central West,Maternity,Private for profit,Rural,-14.29613,34.16295,,
Dedza,DZ,1740,"Bowa, Labarson B. Kapiri Priva",Central West,Clinic,Private for profit,Rural,-14.3102,34.65581,,
Dedza,DZ,1741,"Chizimba, Richard M. Vizimba P",Central West,Clinic,Private for profit,Rural,-14.37657,34.33303,,
Dedza,DZ,1742,"Phuma, Damiano A. F. Tanyaze P",Central West,Clinic,Private for profit,Rural,-14.30778,34.08123,,
Dedza,DZ,1743,Dedza BLM,Central West,Clinic,NGO,Rural,-14.37625,34.33035,,
,,,,,,,,,,,
Ntcheu,NU,1827,Ntcheu District Hospital,Central West,District Hospital,Government/public,Urban,-14.81698,34.63823,,
Ntcheu,NU,1801,Bilila Health Centre,Central West,Health Centre,Government/public,Rural,-14.82489,34.85134,,
Ntcheu,NU,1802,Biliwiri Health Cnetre,Central West,Health Centre,Government/public,Rural,-14.817,34.638306,,
Ntcheu,NU,1803,Bwanje Health Centre,Central West,Health Centre,Government/public,Rural,-14.64857,34.77445,,
Ntcheu,NU,1838,Champiti Health Centre,Central West,Health Centre,Government/public,Rural,-14.90241,34.73185,,
Ntcheu,NU,1805,Chikande Health Centre,Central West,Health Centre,Government/public,Rural,-14.77261,34.90768,,
Ntcheu,NU,1806,Doviko Health Centre,Central West,Health Centre,Government/public,Rural,-15.0822,34.59094,,
Ntcheu,NU,1839,Dzunje Health Centre,Central West,Health Centre,Government/public,Rural,-14.80787,34.73608,,
Ntcheu,NU,1811,Kampanje Health Centre,Central West,Health Post,Government/public,Rural,-14.59947,34.58684,,
Ntcheu,NU,1812,Kandeu Health Centre,Central West,Health Centre,Government/public,Rural,-14.60262,34.61621,,
Ntcheu,NU,1813,Kapeni Health Centre,Central West,Health Centre,Government/public,Rural,-15.00511,34.77059,,
Ntcheu,NU,1814,Kasinje Health Centre,Central West,Health Centre,Government/public,Rural,-14.52315,34.67642,,
Ntcheu,NU,1815,Katsekera Health Centre,Central West,Health Centre,Government/public,Rural,-15.03336,34.64072,,
Ntcheu,NU,1816,Lizulu Health Centre,Central West,Health Centre,Government/public,Rural,-14.51775,34.46547,,
Ntcheu,NU,1817,Manjawira Health Centre,Central West,Health Centre,Government/public,Rural,-15.00254,34.85709,,
Ntcheu,NU,1820,Mlangeni Health Centre,Central West,Health Centre,Government/public,Rural,-14.67662,34.53672,,
Ntcheu,NU,1826,Nsiyaludzu Health Centre,Central West,Health Centre,Government/public,Rural,-14.93648,34.87425,,
Ntcheu,NU,1810,Kaloga Maternity,Central West,Maternity,Government/public,Rural,-14.90706,34.58044,,
Ntcheu,NU,1807,Dzonzi Mvai Dispensary,Central West,Dispensary,Government/public,Rural,-14.94827,34.64306,,
Ntcheu,NU,1840,Masasa Dispensary,Central West,Dispensary,Government/public,Rural,-14.4334,34.42243,,
Ntcheu,NU,1822,Mphepozinayi Dispensary,Central West,Dispensary,Government/public,Rural,-14.73586,34.66115,,
Ntcheu,NU,1841,Namisu Dispensary,Central West,Dispensary,Government/public,Rural,-15.08352,34.78138,,
Ntcheu,NU,1842,Phanga Dispensary,Central West,Dispensary,Government/public,Rural,-14.34498,34.72016,,
Ntcheu,NU,1843,Likudzi U5 Clinic Health Post,Central West,Health Post,Government/public,Rural,-15.11015,34.82945,,
Ntcheu,NU,1844,Machereza Health Post,Central West,Health Post,Government/public,Rural,-15.20665,34.84761,,
Ntcheu,NU,1836,Sr. Tereza Rural Hospital,Central West,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Rural,-14.99902,34.82815,,
Ntcheu,NU,1804,Chigodi Health Centre,Central West,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-14.49194,34.54126,,
Ntcheu,NU,1808,Ganya Health Centre,Central West,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-14.60964,34.61808,,
Ntcheu,NU,1809,Gowa Health Centre,Central West,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-14.69906,34.59001,,
Ntcheu,NU,1841,Lake View Health Centre,Central West,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-14.64251,34.55371,,
Ntcheu,NU,1818,Matanda Health Centre,Central West,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-15.10516,34.66845,,
Ntcheu,NU,1819,Mlanda Health Centre,Central West,Health Centre,Christian Health Association of Malawi (CHAM),Urban,-14.47886,34.45988,,
Ntcheu,NU,1823,Mtonda Health Centre,Central West,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-15.02,34.75144,,
Ntcheu,NU,1828,Mzama Health Centre,Central West,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-14.89375,34.58597,,
Ntcheu,NU,1825,Nsipe Health Centre,Central West,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-14.86434,34.75233,,
Ntcheu,NU,1829,Senzani Health Centre,Central West,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-15.07865,34.85783,,
Ntcheu,NU,1830,Sharpe Valley Health Centre,Central West,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-14.61103,34.7369,,
Ntcheu,NU,1831,Tsangano Health Centre,Central West,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-15.17401,34.61117,,
Ntcheu,NU,1824,Mluma Dispensary,Central West,Dispensary,Christian Health Association of Malawi (CHAM),Rural,-14.71894,34.6355,,
Ntcheu,NU,1845,Chiole Clinic,Central West,Clinic,Christian Health Association of Malawi (CHAM),Rural,-14.79743,34.64265,,
Ntcheu,NU,1846,"Chiwambo, Kinwell JBT Kanandi",Central West,Clinic,Private for profit,Urban,-14.7772,34.56924,,
Ntcheu,NU,1847,"Lipande, MacDonald. Tachira Bi",Central West,Clinic,Private for profit,Rural,-14.65106,34.5566,,
Ntcheu,NU,1848,"Pasulani, Emerson E. Chilitsen",Central West,Clinic,Private for profit,Urban,-14.81517,34.64374,,
Ntcheu,NU,1849,"Phalira, Hudson J. Machanza Pr",Central West,Clinic,Private for profit,Rural,-14.65035,34.56074,,
Ntcheu,NU,1850,Solomon Village Clinic,Central West,Clinic,Mission/ Faith-based (other than CHAM),Rural,-14.70821,34.87077,,
Ntcheu,NU,1851,BLM Ntcheu Clinic,Central West,Clinic,NGO,Urban,-14.81394,34.63512,,
Ntcheu,NU,1852,Ntcheu FPAM Clinic,Central West,Clinic,NGO,Urban,-14.80935,34.62561,,
Ntcheu,NU,1853,Matchereza Health Post,Central West,Health Post,Government/public,Rural,-15.20675,34.8479,,
,,,,,,,,,,,
Mangochi,MH,2549,Mangochi District Hospital,South East,District Hospital,Government/public,Urban,-14.48191,35.26527,,
Mangochi,MH,2520,Monkeybay Community Hospital,South East,Rural/Community Hospital,Government/public,Rural,-14.08468,34.91104,,
Mangochi,MH,2523,Namwera Health Centre,South East,Rural/Community Hospital,Government/public,Rural,-14.3637,35.50221,,
Mangochi,MH,2501,Chikole Dispensary,South East,Health Centre,Government/public,Rural,-14.422,35.38427,,
Mangochi,MH,2502,Chilipa Health Centre,South East,Health Centre,Government/public,Rural,-14.6996,34.9732,,
Mangochi,MH,2539,Chilonga Health care,South East,Health Centre,Government/public,Rural,-14.46684,34.87097,,
Mangochi,MH,2503,Chiumbangame Health Centre,South East,Dispensary,Government/public,Rural,-14.31739,35.55721,,
Mangochi,MH,2504,Jalasi Health Centre,South East,Health Centre,Government/public,Rural,-14.36298,35.44253,,
Mangochi,MH,2507,Katuli Health Centre,South East,Health Centre,Government/public,Rural,-14.17962,35.44476,,
Mangochi,MH,2512,Lungwena Health Centre,South East,Health Centre,Government/public,Rural,-14.24501,35.24804,,
Mangochi,MH,2514,Makanjira Health Centre,South East,Health Centre,Government/public,Rural,-13.71591,35.04704,,
Mangochi,MH,2547,Malukula Health Centre,South East,Health Centre,Government/public,Rural,-14.44362,35.35582,,
Mangochi,MH,2519,Mkumba Health Centre,South East,Health Centre,Government/public,Rural,-14.5946,35.52517,,
Mangochi,MH,2533,Mtimabi Health Centre,South East,Health Centre,Government/public,Rural,-14.61111,35.08273,,
Mangochi,MH,2524,Nancholi Dispensary,South East,Dispensary,Government/public,Rural,-14.47803,35.58667,,
Mangochi,MH,2525,Nangalamu Health Centre,South East,Health Centre,Government/public,Rural,-14.48148,35.67288,,
Mangochi,MH,2527,Nankumba Health Centre,South East,Health Centre,Government/public,Rural,-14.36521,34.82361,,
Mangochi,MH,2542,Kadango Health Centre,South East,Health Centre,Government/public,Rural,-14.060711,35.186208,,
Mangochi,MH,2529,Phirilongwe Health Centre,South East,Health Centre,Government/public,Rural,-14.58847,34.89938,,
Mangochi,MH,2553,Chiponde Dispensary,South East,Dispensary,Government/public,Rural,-14.37341,35.6017,,
Mangochi,MH,2540,Chiunda Dispensary,South East,Dispensary,Government/public,Rural,-14.77744,35.43901,,
Mangochi,MH,2541,Iba Dispensary,South East,Dispensary,Government/public,Rural,-14.30711,35.39707,,
Mangochi,MH,2554,Kadango Dispensary,South East,Dispensary,Government/public,Rural,-14.06223,35.18629,,
Mangochi,MH,2509,Kukalanga Dispensary,South East,Dispensary,Government/public,Rural,-14.63744,35.18031,,
Mangochi,MH,2555,Maleta,South East,Health Post,Government/public,Rural,-13.92942,35.26355,,
Mangochi,MH,2546,Malombe Dispensary,South East,Dispensary,Government/public,Rural,-14.6305,35.34912,,
Mangochi,MH,2556,Mbalama Dispensary,South East,Dispensary,Government/public,Rural,-14.71435,35.49846,,
Mangochi,MH,2552,Sinyala Dispensary,South East,Dispensary,Government/public,Rural,-14.58386,35.57626,,
Mangochi,MH,2545,Maldeco Fisheries Clinic,South East,Clinic,Government/public,Rural,-14.3335,35.1492,,
Mangochi,MH,2557,Ngala Health Post,South East,Health Post,Government/public,Rural,-14.65773,35.07712,,
Mangochi,MH,2550,Mulibwanji Hospital,South East,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Rural,-14.51145,35.58797,,
Mangochi,MH,2531,St. Martins Mission Hospital,South East,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Rural,-14.34759,35.29375,,
Mangochi,MH,2505,Kapire Health Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-14.78576,34.99945,,
Mangochi,MH,2506,Katema Health Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-14.52563,35.03761,,
Mangochi,MH,2508,Koche Health Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-14.33343,35.14335,,
Mangochi,MH,2510,Lugola Health Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-13.96144,35.14285,,
Mangochi,MH,2511,Lulanga Health Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-13.68744,34.91742,,
Mangochi,MH,2513,Luwalika Health Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-14.23797,35.46952,,
Mangochi,MH,2515,Malembo Health Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-14.23628,34.82524,,
Mangochi,MH,2518,Mase Health Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-14.58096,35.36386,,
Mangochi,MH,2521,Mpondasi Health Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-14.45347,35.24387,,
Mangochi,MH,2522,Namalaka Health Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-14.12384,35.19301,,
Mangochi,MH,2526,Nankhwali Health Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-14.1351,34.84488,,
Mangochi,MH,2558,Nkope Health Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-14.19733,35.03944,,
Mangochi,MH,2559,Sister Martha Health Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-14.38531,35.53555,,
Mangochi,MH,2560,Umodzi Clinic,South East,Clinic,Private for profit,Urban,-14.47692,35.2643,,
Mangochi,MH,2561,Assalam Clinic,South East,Clinic,Mission/ Faith-based (other than CHAM),Rural,-14.54537,35.19221,,
Mangochi,MH,2562,"Kanyerere, Stuart. Stuka Priva",South East,Clinic,Private for profit,Urban,-14.48245,35.26128,,
Mangochi,MH,2563,"Kayumba, Jerome. Tulame Privat",South East,Clinic,Private for profit,Rural,-14.69346,35.17977,,
Mangochi,MH,2564,Mama Khadija Private Clinic Na,South East,Clinic,Private for profit,Rural,-14.3708,35.49405,,
Mangochi,MH,2565,"Perekamoyo, William D. Mphatso",South East,Clinic,Private for profit,Rural,-14.08575,34.91427,,
Mangochi,MH,2566,Kapire Dream Centre,South East,Clinic,NGO,Rural,-14.786,34.99902,,
Mangochi,MH,2567,Billy Riordan Memorial Health,South East,Clinic,NGO,Rural,-14.03205,34.84044,,
Mangochi,MH,2568,Mangochi BLM,South East,Clinic,NGO,Urban,-14.48185,35.26157,,
Mangochi,MH,2569,Malalwi Army Marine Dispensary,South East,Dispensary,Government/public,Urban,-14.073,34.91684,,
Mangochi,MH,2570,Ngapani Sable Clinic,South East,Clinic,Private for profit,Rural,-14.0296,35.33773,,
Mangochi,MH,2571,St. Johns Seminary,South East,Clinic,Christian Health Association of Malawi (CHAM),Rural,-14.54678,35.17842,,
,,,,,,,,,,,
Machinga,MHG,2605,Machinga District Hospital,South East,District Hospital,Government/public,Urban,-15.06229,35.2263,,
Machinga,MHG,2602,Chikweo Health Centre,South East,Health Centre,Government/public,Rural,-14.7655,35.66691,,
Machinga,MHG,2606,Machinga Health Centre,South East,Health Centre,Government/public,Rural,-15.1773,35.29565,,
Machinga,MHG,2620,Mangamba Health Centre,South East,Health Centre,Government/public,Rural,-14.79145,35.43652,,
Machinga,MHG,2618,Mkwepere Health Centre,South East,Health Centre,Government/public,Rural,-14.60286,35.63635,,
Machinga,MHG,2611,Namanja Health Centre,South East,Health Centre,Government/public,Rural,-14.96543,35.67994,,
Machinga,MHG,2612,Nayinunje Health Centre,South East,Health Centre,Government/public,Rural,-14.7406,35.56503,,
Machinga,MHG,2613,Nayuchi Health Centre,South East,Health Centre,Government/public,Rural,-14.97585,35.86726,,
Machinga,MHG,2614,Ngokwe Health Centre,South East,Health Centre,Government/public,Rural,-14.70706,35.80177,,
Machinga,MHG,2616,Ntaja Health Centre,South East,Health Centre,Government/public,Rural,-14.86828,35.52911,,
Machinga,MHG,2617,Nyambi Health Centre,South East,Health Centre,Government/public,Rural,-14.68999,35.57257,,
Machinga,MHG,2601,Chamba Dispensary,South East,Dispensary,Government/public,Rural,-15.20234,35.42137,,
Machinga,MHG,2604,Kawinga Dispensary,South East,Dispensary,Government/public,Rural,-14.85468,35.57198,,
Machinga,MHG,2607,Mbonechela Dispensary,South East,Dispensary,Government/public,Rural,-14.88932,35.47818,,
Machinga,MHG,2619,Mlomba Dispensary,South East,Dispensary,Government/public,Rural,-15.01903,35.47708,,
Machinga,MHG,2603,Gawanani Health Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-15.2238,35.20293,,
Machinga,MHG,2608,Mpiri Health Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-14.77192,35.60801,,
Machinga,MHG,2609,Mposa Health Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-15.14906,35.51849,,
Machinga,MHG,2610,Namandanje Health Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-14.88211,35.48324,,
Machinga,MHG,2615,Nsanama Health Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-14.99491,35.49477,,
Machinga,MHG,2621,Nthorowa Health Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-14.99492,35.57325,,
Machinga,MHG,2623,Lifune Maternity,South East,Maternity,Private for profit,Rural,-14.69513,35.70615,,
Machinga,MHG,2624,Alinafe Private,South East,Clinic,Private for profit,Rural,-14.79853,35.44326,,
Machinga,MHG,2622,"Liwonde Medical Clinic, Chilik",South East,Clinic,Private for profit,Rural,-15.06782,35.22473,,
Machinga,MHG,2627,"Khonje, Anaclate P, Twapochele",South East,Clinic,Private for profit,Rural,-14.99535,35.49268,,
Machinga,MHG,2628,Machinga Private Clinic,South East,Clinic,Private for profit,Rural,-14.87401,35.52903,,
Machinga,MHG,2629,Madalitso Private Clinic,South East,Clinic,Private for profit,Rural,-14.99319,35.49219,,
Machinga,MHG,2623,Malingamoyo Private Clinic,South East,Clinic,Private for profit,Rural,-14.87031,35.5294,,
Machinga,MHG,2624,Nice Private,South East,Clinic,Private for profit,Urban,-15.06796,35.2282,,
Machinga,MHG,2625,Umoyo Private Clinic,South East,Clinic,Private for profit,Rural,-14.99987,35.49031,,
Machinga,MHG,2627,Zasintha Private Clinic,South East,Clinic,Private for profit,Rural,-14.74521,35.56532,,
Machinga,MHG,2628,BLM Liwonde Clinic,South East,Clinic,NGO,Rural,-15.0694,35.22766,,
,,,,,,,,,,,
Zomba,ZA,2722,Zomba Central Hospital,South East,Central Hospital,Government/public,Urban,-15.3994,35.31378,,
Zomba,ZA,2706,Domasi Rural Hospital,South East,Rural/Community Hospital,Government/public,Rural,-15.28099,35.39935,,
Zomba,ZA,2723,Zomba Mental Hospital,South East,Rural/Community Hospital,Government/public,Urban,-15.39874,35.30477,,
Zomba,ZA,2748,Police College Hospital,South East,Other Hospital,Government/public,Urban,-15.39112,35.32685,,
Zomba,ZA,2701,Bimbi Health Centre,South East,Health Centre,Government/public,Rural,-15.30876,35.4794,,
Zomba,ZA,2702,Chamba Health Centre,South East,Health Centre,Government/public,Rural,-15.46571,35.51662,,
Zomba,ZA,2704,Chingale Health Centre,South East,Health Centre,Government/public,Rural,-15.39694,35.1808,,
Zomba,ZA,2737,Chisi Island,South East,Health Centre,Government/public,Rural,-15.32562,35.60506,,
Zomba,ZA,2708,Lambulira Health Centre,South East,Health Centre,Government/public,Rural,-15.4841,35.337,,
Zomba,ZA,2709,Likangala Health Centre,South East,Health Centre,Government/public,Rural,-15.42787,35.54461,,
Zomba,ZA,2733,Machinjiri Health Centre,South East,Health Centre,Government/public,Rural,-15.23666,35.41707,,
Zomba,ZA,2710,Magomero Health Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-15.56147,35.26101,,
Zomba,ZA,2711,Makwapala Health Centre,South East,Health Centre,Government/public,Rural,-15.36938,35.4506,,
Zomba,ZA,2724,Matawale Health Centre,South East,Health Centre,Government/public,Urban,-15.39029,35.35958,,
Zomba,ZA,2731,M'mambo Health Centre,South East,Health Centre,Government/public,Rural,-15.26264,35.15945,,
Zomba,ZA,2732,Naisi Health Centre,South East,Health Centre,Government/public,Rural,-15.35785,35.3849,,
Zomba,ZA,2736,Namadidi Health Centre,South East,Health Centre,Government/public,Rural,-15.41079,35.24736,,
Zomba,ZA,2714,Namasalima Health Centre,South East,Health Centre,Government/public,Rural,-15.23142,35.48876,,
Zomba,ZA,2725,Nasawa Health Centre,South East,Health Centre,Government/public,Rural,-15.6023,35.25956,,
Zomba,ZA,2716,Ngwelelo Health Centre,South East,Health Centre,Government/public,Rural,-15.66645,35.42718,,
Zomba,ZA,2734,Sadzi Health Centre,South East,Health Centre,Government/public,Urban,-15.40882,35.31969,,
Zomba,ZA,2721,Thondwe Health Centre,South East,Health Centre,Government/public,Rural,-15.48458,35.23696,,
Zomba,ZA,2735,Zilindo Health Centre,South East,Health Centre,Government/public,Rural,-15.3805,35.3013,,
Zomba,ZA,2748,Airwing Dispensary,South East,Dispensary,Government/public,Urban,-15.38876,35.38508,,
Zomba,ZA,2749,City Clinic Zomba,South East,Clinic,Government/public,Urban,-15.39072,35.32416,,
Zomba,ZA,2746,Changalume Barracks,South East,Health Centre,Government/public,Rural,-15.3896,35.21184,,
Zomba,ZA,2729,Cobbe Barracks,South East,Other Hospital,Government/public,Urban,-15.39094,35.30534,,
Zomba,ZA,2750,Mikuyu,South East,Clinic,Government/public,Rural,-15.41764,35.41968,,
Zomba,ZA,2718,Pirimiti Rural Hospital,South East,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Rural,-15.48302,35.45048,,
Zomba,ZA,2719,St. Lukes Mission Hospital,South East,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Rural,-15.20914,35.35291,,
Zomba,ZA,2703,Chilipa Health Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-15.32447,35.11715,,
Zomba,ZA,2705,Chipini Health Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-15.39007,35.09531,,
Zomba,ZA,2712,Matiya Health Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-15.53371,35.5478,,
Zomba,ZA,2713,Mayaka Health Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-15.57355,35.3728,,
Zomba,ZA,2717,Nkasala Health Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-15.32778,35.21661,,
Zomba,ZA,2751,Thondwe Pastoral Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-15.49429,35.21861,,
Zomba,ZA,2715,Namikango,South East,Maternity,Christian Health Association of Malawi (CHAM),Rural,-15.47723,35.24056,,
Zomba,ZA,2752,H Parker Sharp Dispensary,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-15.29912,35.36092,,
Zomba,ZA,2753,AHI Clinic,South East,Clinic,Private for profit,Urban,-15.38361,35.3223,,
Zomba,ZA,2754,"Chavula, Henry K. Mpunga Priva",South East,Clinic,Private for profit,Urban,-15.41083,35.32392,,
Zomba,ZA,2742,Chinamwali Private Clinic,South East,Clinic,Private for profit,Urban,-15.3816,35.35584,,
Zomba,ZA,2755,"Mitondo, Peter R. P. Prime Pri",South East,Clinic,Private for profit,Rural,-15.5261,35.48619,,
Zomba,ZA,2756,"Ntata, Anthony C.",South East,Clinic,Private for profit,Urban,-15.38929,35.32056,,
